SERIES TITLE,SUBSERIES TITLE,Institution,Location,subseries - date - single,subseries - date - range,FILE TITLE,Physical description - type,physical description - extent,physical description - dimensions,LINK,date type,date - single,date - range
Published audiorecordings,"Camp Roosevelt: Monticello, New York",Camp Roosevelt,"Monticello, New York",,,Camp Roosevelt,Sound discs (vinyl),1 Sound discs (vinyl),"12""",https://edan.si.edu/slideshow/slideshowViewer.htm?eadrefid=CFCH.ALMA_ref167,,,
Published audiorecordings,"Camp Roosevelt: Monticello, New York",Camp Roosevelt,"Monticello, New York",,,Everyone Sings at Roosevelt,Sound discs (vinyl),1 Sound discs (vinyl),"12""",https://edan.si.edu/slideshow/slideshowViewer.htm?eadrefid=CFCH.ALMA_ref168,,,
Published audiorecordings,"Camp Roosevelt: Monticello, New York",Camp Roosevelt,"Monticello, New York",,,Everyone Sings at Roosevelt,Sound discs (vinyl),2 Sound discs (vinyl),"12""",https://edan.si.edu/slideshow/slideshowViewer.htm?eadrefid=CFCH.ALMA_ref169,,,
Published audiorecordings,"Camp Roosevelt: Monticello, New York",Camp Roosevelt,"Monticello, New York",,,Music Roosevelt,Sound discs (vinyl),1 Sound discs (vinyl),,https://edan.si.edu/slideshow/slideshowViewer.htm?eadrefid=CFCH.ALMA_ref170,,,
Published audiorecordings,"Camp Roosevelt: Monticello, New York",Camp Roosevelt,"Monticello, New York",,,Camp Roosevelt,Sound discs (vinyl),1 Sound discs (vinyl),"12""",https://edan.si.edu/slideshow/slideshowViewer.htm?eadrefid=CFCH.ALMA_ref171,creation,1969,1969/1969
Published audiorecordings,"Camp Roosevelt: Monticello, New York",Camp Roosevelt,"Monticello, New York",,,Camp Roosevelt,Sound discs (vinyl),1 Sound discs (vinyl),"12""",https://edan.si.edu/slideshow/slideshowViewer.htm?eadrefid=CFCH.ALMA_ref172,creation,1970,1970/1970
Published audiorecordings,"Camp Roosevelt: Monticello, New York",Camp Roosevelt,"Monticello, New York",,,Camp Roosevelt,Sound discs (vinyl),2 Sound discs (vinyl),"12""",https://edan.si.edu/slideshow/slideshowViewer.htm?eadrefid=CFCH.ALMA_ref173,creation,1971,1971/1971
Published audiorecordings,"Camp Roosevelt: Monticello, New York",Camp Roosevelt,"Monticello, New York",,,Roosevelt Sings Out!,Sound discs (vinyl),1 Sound discs (vinyl),"12""",https://edan.si.edu/slideshow/slideshowViewer.htm?eadrefid=CFCH.ALMA_ref174,creation,1973,1973/1973
Published audiorecordings,"Camp Roosevelt: Monticello, New York",Camp Roosevelt,"Monticello, New York",,,Camp Roosevelt,Sound discs (vinyl),1 Sound discs (vinyl),"12""",https://edan.si.edu/slideshow/slideshowViewer.htm?eadrefid=CFCH.ALMA_ref175,creation,1974,1974/1974
Published audiorecordings,"Camp Roosevelt: Monticello, New York",Camp Roosevelt,"Monticello, New York",,,Camp Roosevelt Golden Years,Sound discs (vinyl),1 Sound discs (vinyl),"12""",https://edan.si.edu/slideshow/slideshowViewer.htm?eadrefid=CFCH.ALMA_ref176,creation,1975,1975/1975
Published audiorecordings,"Camp Roosevelt: Monticello, New York",Camp Roosevelt,"Monticello, New York",,,Camp Roosevelt Sings,Sound discs (vinyl),1 Sound discs (vinyl),"12""",https://edan.si.edu/slideshow/slideshowViewer.htm?eadrefid=CFCH.ALMA_ref177,creation,1977,1977/1977
Published audiorecordings,"Camp Roosevelt: Monticello, New York",Camp Roosevelt,"Monticello, New York",,,Camp Roosevelt Sings,Sound discs (vinyl),1 Sound discs (vinyl),"12""",,creation,1978,1978/1978
Published audiorecordings,"Camp Roosevelt: Monticello, New York",Camp Roosevelt,"Monticello, New York",,,Camp Roosevelt,Sound discs (vinyl),1 Sound discs (vinyl),"12""",https://edan.si.edu/slideshow/slideshowViewer.htm?eadrefid=CFCH.ALMA_ref179,creation,1979,1979/1979
Published audiorecordings,"Camp Roosevelt: Monticello, New York",Camp Roosevelt,"Monticello, New York",,,Summer Time,Sound discs (vinyl),2 Sound discs (vinyl),"12""",https://edan.si.edu/slideshow/slideshowViewer.htm?eadrefid=CFCH.ALMA_ref180,creation,1980,1980/1980
Published audiorecordings,"Camp Roosevelt: Monticello, New York",Camp Roosevelt,"Monticello, New York",,,Camp Roosevelt Camp Hits,Sound discs (vinyl),1 Sound discs (vinyl),"12""",https://edan.si.edu/slideshow/slideshowViewer.htm?eadrefid=CFCH.ALMA_ref181,creation,1981,1981/1981
Published audiorecordings,"Camp Roosevelt: Monticello, New York",Camp Roosevelt,"Monticello, New York",,,Camp Roosevelt Sings!,Sound discs (vinyl),1 Sound discs (vinyl),"12""",https://edan.si.edu/slideshow/slideshowViewer.htm?eadrefid=CFCH.ALMA_ref182,creation,1982,1982/1982
Published audiorecordings,"Camp Roosevelt: Monticello, New York",Camp Roosevelt,"Monticello, New York",,,Summer of Song Musical Magic,Sound cassettes,1 Sound cassette,,,creation,1983,1983/1983
Published audiorecordings,"Camp Roosevelt: Monticello, New York",Camp Roosevelt,"Monticello, New York",,,Camp Roosevelt,Sound cassettes,1 Sound cassette,,,creation,1985,1985/1985
Published audiorecordings,"Camp Seneca: Pawling, New York",Camp Seneca,"Pawling, New York",,,Seneca Sings,Sound discs (vinyl),2 Sound discs (vinyl),"12""",https://edan.si.edu/slideshow/slideshowViewer.htm?eadrefid=CFCH.ALMA_ref186,,,
Published audiorecordings,"Camp Seneca: Pawling, New York",Camp Seneca,"Pawling, New York",,,,,,,,,,
Published audiorecordings,"Camp Swatonah: Damascus, Pennsylvania",Camp Swatonah,"Damascus, Pennsylvania",,,Camp Swatonah Sing,Sound discs (vinyl),2 Sound discs (vinyl),"12""",https://edan.si.edu/slideshow/slideshowViewer.htm?eadrefid=CFCH.ALMA_ref188,creation,circa 1967,
Published audiorecordings,"Camp Swatonah: Damascus, Pennsylvania",Camp Swatonah,"Damascus, Pennsylvania",,,Camp Swatonah Sing,Sound discs (vinyl),2 Sound discs (vinyl),"12""",https://edan.si.edu/slideshow/slideshowViewer.htm?eadrefid=CFCH.ALMA_ref189,creation,1968,1968/1968
Published audiorecordings,"Camp Swatonah: Damascus, Pennsylvania",Camp Swatonah,"Damascus, Pennsylvania",,,Camp Swatonah Sing,Sound discs (vinyl),2 Sound discs (vinyl),"12""",https://edan.si.edu/slideshow/slideshowViewer.htm?eadrefid=CFCH.ALMA_ref190,creation,1969,1969/1969
Published audiorecordings,"Camp Swatonah: Damascus, Pennsylvania",Camp Swatonah,"Damascus, Pennsylvania",,,Camp Swatonah Sing,Sound discs (vinyl),2 Sound discs (vinyl),"12""",https://edan.si.edu/slideshow/slideshowViewer.htm?eadrefid=CFCH.ALMA_ref191,creation,1971,1971/1971
Published audiorecordings,"Camp Swatonah: Damascus, Pennsylvania",Camp Swatonah,"Damascus, Pennsylvania",,,Camp Swatonah Sing,Sound discs (vinyl),2 Sound discs (vinyl),"12""",https://edan.si.edu/slideshow/slideshowViewer.htm?eadrefid=CFCH.ALMA_ref192,creation,1972,1972/1972
Published audiorecordings,"Camp Swatonah: Damascus, Pennsylvania",Camp Swatonah,"Damascus, Pennsylvania",,,Camp Swatonah Sing,Sound discs (vinyl),2 Sound discs (vinyl),"12""",https://edan.si.edu/slideshow/slideshowViewer.htm?eadrefid=CFCH.ALMA_ref193,creation,1973,1973/1973
Published audiorecordings,"Camp Swatonah: Damascus, Pennsylvania",Camp Swatonah,"Damascus, Pennsylvania",,,Swatonah Sing,Sound discs (vinyl),2 Sound discs (vinyl),"12""",https://edan.si.edu/slideshow/slideshowViewer.htm?eadrefid=CFCH.ALMA_ref194,creation,1974,1974/1974
Published audiorecordings,"Camp Swatonah: Damascus, Pennsylvania",Camp Swatonah,"Damascus, Pennsylvania",,,"Swatonah White ""75"" Sing",Sound discs (vinyl),2 Sound discs (vinyl),"12""",https://edan.si.edu/slideshow/slideshowViewer.htm?eadrefid=CFCH.ALMA_ref195,creation,1975,1975/1975
Published audiorecordings,"Camp Swatonah: Damascus, Pennsylvania",Camp Swatonah,"Damascus, Pennsylvania",,,G+W,Sound discs (vinyl),2 Sound discs (vinyl),"12""",https://edan.si.edu/slideshow/slideshowViewer.htm?eadrefid=CFCH.ALMA_ref196,creation,1976,1976/1976
Published audiorecordings,"Camp Swatonah: Damascus, Pennsylvania",Camp Swatonah,"Damascus, Pennsylvania",,,Camp Swatonah Sing,Sound discs (vinyl),2 Sound discs (vinyl),"12""",https://edan.si.edu/slideshow/slideshowViewer.htm?eadrefid=CFCH.ALMA_ref197,creation,1977,1977/1977
Published audiorecordings,"Camp Swatonah: Damascus, Pennsylvania",Camp Swatonah,"Damascus, Pennsylvania",,,Camp Swatonah Sing,Sound discs (vinyl),2 Sound discs (vinyl),"12""",https://edan.si.edu/slideshow/slideshowViewer.htm?eadrefid=CFCH.ALMA_ref198,creation,1978,1978/1978
Published audiorecordings,"Camp Swatonah: Damascus, Pennsylvania",Camp Swatonah,"Damascus, Pennsylvania",,,Camp Swatonah Sing,Sound discs (vinyl),1 Sound discs (vinyl),"12""",https://edan.si.edu/slideshow/slideshowViewer.htm?eadrefid=CFCH.ALMA_ref199,creation,1979,1979/1979
Published audiorecordings,"Camp Swatonah: Damascus, Pennsylvania",Camp Swatonah,"Damascus, Pennsylvania",,,Camp Swatonah Sing,Sound discs (vinyl),2 Sound discs (vinyl),"12""",,creation,1981,1981/1981
Published audiorecordings,"Camp Swatonah: Damascus, Pennsylvania",Camp Swatonah,"Damascus, Pennsylvania",,,Camp Swatonah Sing,Sound discs (vinyl),2 Sound discs (vinyl),"12""",https://edan.si.edu/slideshow/slideshowViewer.htm?eadrefid=CFCH.ALMA_ref201,creation,1982,1982/1982
Published audiorecordings,"Camp Swatonah: Damascus, Pennsylvania",Camp Swatonah,"Damascus, Pennsylvania",,,Camp Swatonah,Sound cassettes,1 Sound cassette,,,creation,1983,1983/1983
Published audiorecordings,"Camp Swatonah: Damascus, Pennsylvania",Camp Swatonah,"Damascus, Pennsylvania",,,Camp Swatonah,Sound cassettes,1 Sound cassette,,,creation,1984,1984/1984
Published audiorecordings,"Tunis Lake Camp: Andes, New York",Tunis Lake Camp,"Andes, New York",,,Tunis Lake Camp,Sound discs (vinyl),2 Sound discs (vinyl),"12""",https://edan.si.edu/slideshow/slideshowViewer.htm?eadrefid=CFCH.ALMA_ref205,,,
Published audiorecordings,"Tunis Lake Camp: Andes, New York",Tunis Lake Camp,"Andes, New York",,,Tunis Lake Camp,Sound discs (vinyl),2 Sound discs (vinyl),"12""",https://edan.si.edu/slideshow/slideshowViewer.htm?eadrefid=CFCH.ALMA_ref206,,,
Published audiorecordings,"Tunis Lake Camp: Andes, New York",Tunis Lake Camp,"Andes, New York",,,Tunis Lake Camp,Sound discs (vinyl),1 Sound discs (vinyl),"12""",https://edan.si.edu/slideshow/slideshowViewer.htm?eadrefid=CFCH.ALMA_ref523,creation,1966,1966/1966
Published audiorecordings,"Wisdom Lane Junior High School: Levittown, New York",Wisdom Lane Junior High School,"Levittown, New York",,,Wisdom Lane Junior High School Treble Chorus Presents An Evening of Song,Sound discs (vinyl),1 Sound discs (vinyl),,https://edan.si.edu/slideshow/slideshowViewer.htm?eadrefid=CFCH.ALMA_ref208,creation,Recorded 1962 May 24,1962/1962
Published audiorecordings,"Wisdom Lane Junior High School: Levittown, New York",Wisdom Lane Junior High School,"Levittown, New York",,,,,,,,,,
Master Audiorecordings,Camp Robindel Side 1 (Blue Team),Camp Robindel Side 1 (Blue Team),,,,,,,,,,,
Master Audiorecordings,Camp Robindel Side 1 (Blue Team),Camp Robindel Side 1 (Blue Team),,,,,,,,,,,
Master Audiorecordings,Camp Robindel Side 2 (White Team),Camp Robindel Side 2 (White Team),,,,,,,,,,,
Master Audiorecordings,Camp Robindel Side 2 (White Team),Camp Robindel Side 2 (White Team),,,,,,,,,,,
Master Audiorecordings,Raquette Lake Camp Side 1,Raquette Lake Camp Side 1,,,,,,,,,,,
Master Audiorecordings,Raquette Lake Camp Side 1,Raquette Lake Camp Side 1,,,,,,,,,,,
Master Audiorecordings,Raquette Lake Camp Side 2,Raquette Lake Camp Side 2,,,,,,,,,,,
Master Audiorecordings,Raquette Lake Camp Side 2,Raquette Lake Camp Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 1 (Girls),Camp Roosevelt Side 1 (Girls),,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 1 (Girls),Camp Roosevelt Side 1 (Girls),,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 2 (Boys),Camp Roosevelt Side 2 (Boys),,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 2 (Boys),Camp Roosevelt Side 2 (Boys),,,,,,,,,,,
Master Audiorecordings,Camp Allegro Side 1,Camp Allegro Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Allegro Side 1,Camp Allegro Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Allegro Side 2,Camp Allegro Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Allegro Side 2,Camp Allegro Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Onibar-Geneva Side 1(Boys),Camp Onibar-Geneva Side 1(Boys),,,,,,,,,,,
Master Audiorecordings,Camp Onibar-Geneva Side 1(Boys),Camp Onibar-Geneva Side 1(Boys),,,,,,,,,,,
Master Audiorecordings,Camp Onibar-Geneva Side 2 (Girls),Camp Onibar-Geneva Side 2 (Girls),,,,,,,,,,,
Master Audiorecordings,Camp Onibar-Geneva Side 2 (Girls),Camp Onibar-Geneva Side 2 (Girls),,,,,,,,,,,
Master Audiorecordings,Camp Romaca Side 1,Camp Romaca Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Romaca Side 1,Camp Romaca Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Romaca Side 2,Camp Romaca Side 2,,1967,1967/1967,,,,,,,,
Master Audiorecordings,Camp Romaca Side 2,Camp Romaca Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Robinson Crusoe Side 1,Camp Robinson Crusoe Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Robinson Crusoe Side 1,Camp Robinson Crusoe Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Robinson Crusoe Side 2,Camp Robinson Crusoe Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Robinson Crusoe Side 2,Camp Robinson Crusoe Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Akiba Side 1,Camp Akiba Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Akiba Side 1,Camp Akiba Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Akiba Side 2,Camp Akiba Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Akiba Side 2,Camp Akiba Side 2,,,,,,,,,,,
Master Audiorecordings,Paradox Side 1,Paradox Side 1,,,,,,,,,,,
Master Audiorecordings,Paradox Side 1,Paradox Side 1,,,,,,,,,,,
Master Audiorecordings,Paradox Side 2,Paradox Side 2,,,,,,,,,,,
Master Audiorecordings,Paradox Side 2,Paradox Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Paragon Side 1,Camp Paragon Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Paragon Side 1,Camp Paragon Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Paragon Side 2,Camp Paragon Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Paragon Side 2,Camp Paragon Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Owaissa Side 1,Camp Owaissa Side 1,,1967,1967/1967,,,,,,,,
Master Audiorecordings,Camp Owaissa Side 1,Camp Owaissa Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Owaissa Side 2,Camp Owaissa Side 2,,1967,1967/1967,,,,,,,,
Master Audiorecordings,Camp Owaissa Side 2,Camp Owaissa Side 2,,,,,,,,,,,
Master Audiorecordings,Hunter College High School Side 1,Hunter College High School Side 1,,,,,,,,,,,
Master Audiorecordings,Hunter College High School Side 1,Hunter College High School Side 1,,,,,,,,,,,
Master Audiorecordings,Hunter College High School Side 2,Hunter College High School Side 2,,,,,,,,,,,
Master Audiorecordings,Hunter College High School Side 2,Hunter College High School Side 2,,,,,,,,,,,
Master Audiorecordings,Camps Orin-Sekwa,Camps Orin-Sekwa,,1968,1968/1968,,,,,,,,
Master Audiorecordings,Camps Orin-Sekwa,Camps Orin-Sekwa,,,,,,,,,,,
Master Audiorecordings,Camp Akiba Side 1 (Girls),Camp Akiba Side 1 (Girls),,,,,,,,,,,
Master Audiorecordings,Camp Akiba Side 1 (Girls),Camp Akiba Side 1 (Girls),,,,,,,,,,,
Master Audiorecordings,Camp Akiba Side 2 (Boys),Camp Akiba Side 2 (Boys),,,,,,,,,,,
Master Audiorecordings,Camp Akiba Side 2 (Boys),Camp Akiba Side 2 (Boys),,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 1 (Girls),Camp Roosevelt Side 1 (Girls),,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 1 (Girls),Camp Roosevelt Side 1 (Girls),,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 2 (Boys),Camp Roosevelt Side 2 (Boys),,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 2 (Boys),Camp Roosevelt Side 2 (Boys),,,,,,,,,,,
Master Audiorecordings,Allegro Side 1,Allegro Side 1,,,,,,,,,,,
Master Audiorecordings,Allegro Side 1,Allegro Side 1,,,,,,,,,,,
Master Audiorecordings,Allegro Side 1,Allegro Side 1,,,,,,,,,,,
Master Audiorecordings,Allegro Side 1,Allegro Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Lenni Len A Pe Side 1,Camp Lenni Len A Pe Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Lenni Len A Pe Side 1,Camp Lenni Len A Pe Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Lenni-Len-A-Pe Side 1,Camp Lenni-Len-A-Pe Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Lenni-Len-A-Pe Side 1,Camp Lenni-Len-A-Pe Side 1,,,,,,,,,,,
Master Audiorecordings,Paradox-Paragon Side 1 (Girls),Paradox-Paragon Side 1 (Girls),,,,,,,,,,,
Master Audiorecordings,Paradox-Paragon Side 1 (Girls),Paradox-Paragon Side 1 (Girls),,,,,,,,,,,
Master Audiorecordings,Paradox-Paragon Side 2 (Boys),Paradox-Paragon Side 2 (Boys),,,,,,,,,,,
Master Audiorecordings,Paradox-Paragon Side 2 (Boys),Paradox-Paragon Side 2 (Boys),,,,,,,,,,,
Master Audiorecordings,Camp Romaca Side 1,Camp Romaca Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Romaca Side 1,Camp Romaca Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Romaca Side 2,Camp Romaca Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Romaca Side 2,Camp Romaca Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Robindel Side 1,Camp Robindel Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Robindel Side 1,Camp Robindel Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Robindel Side 2,Camp Robindel Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Robindel Side 2,Camp Robindel Side 2,,,,,,,,,,,
Master Audiorecordings,Raquette Lake Side 1 (Sing),Raquette Lake Side 1 (Sing),,,,,,,,,,,
Master Audiorecordings,Raquette Lake Side 1 (Sing),Raquette Lake Side 1 (Sing),,,,,,,,,,,
Master Audiorecordings,Raquette Lake Side 2,Raquette Lake Side 2,,,,,,,,,,,
Master Audiorecordings,Raquette Lake Side 2,Raquette Lake Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Owaissa Side 2,Camp Owaissa Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Owaissa Side 2,Camp Owaissa Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 1 (Sing),Camp Swatonah Side 1 (Sing),,1968,1968/1968,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 1 (Sing),Camp Swatonah Side 1 (Sing),,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 2,Camp Swatonah Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 2,Camp Swatonah Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Onibar Side 1,Camp Onibar Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Onibar Side 1,Camp Onibar Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Geneva Side 2,Camp Geneva Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Geneva Side 2,Camp Geneva Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Blue Star Side 1,Camp Blue Star Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Blue Star Side 1,Camp Blue Star Side 1,,,,,,,,,,,
Master Audiorecordings,Blue Star Camps Side 2,Blue Star Camps Side 2,,,,,,,,,,,
Master Audiorecordings,Blue Star Camps Side 2,Blue Star Camps Side 2,,,,,,,,,,,
Master Audiorecordings,Raquette Lake Side 1 (Sing),Raquette Lake Side 1 (Sing),,,,,,,,,,,
Master Audiorecordings,Raquette Lake Side 1 (Sing),Raquette Lake Side 1 (Sing),,,,,,,,,,,
Master Audiorecordings,Raquette Lake Side 2,Raquette Lake Side 2,,,,,,,,,,,
Master Audiorecordings,Raquette Lake Side 2,Raquette Lake Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Akiba Side 1 (Team Songs),Camp Akiba Side 1 (Team Songs),,,,,,,,,,,
Master Audiorecordings,Camp Akiba Side 1 (Team Songs),Camp Akiba Side 1 (Team Songs),,,,,,,,,,,
Master Audiorecordings,Camp Akiba Side 2 (Show Tunes),Camp Akiba Side 2 (Show Tunes),,,,,,,,,,,
Master Audiorecordings,Camp Akiba Side 2 (Show Tunes),Camp Akiba Side 2 (Show Tunes),,,,,,,,,,,
Master Audiorecordings,Camp Romaca Side 1,Camp Romaca Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Romaca Side 1,Camp Romaca Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Romaca Side 2,Camp Romaca Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Romaca Side 2,Camp Romaca Side 2,,,,,,,,,,,
Master Audiorecordings,Tunis Lake Side 1,Tunis Lake Side 1,,,,,,,,,,,
Master Audiorecordings,Tunis Lake Side 1,Tunis Lake Side 1,,,,,,,,,,,
Master Audiorecordings,Tunis Lake Side 2,Tunis Lake Side 2,,,,,,,,,,,
Master Audiorecordings,Tunis Lake Side 2,Tunis Lake Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Allegro Side 1,Camp Allegro Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Allegro Side 1,Camp Allegro Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Allegro Side 2,Camp Allegro Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Allegro Side 2,Camp Allegro Side 2,,,,,,,,,,,
Master Audiorecordings,4-H Camp Side 1,4-H Camp Side 1,,,,,,,,,,,
Master Audiorecordings,4-H Camp Side 1,4-H Camp Side 1,,,,,,,,,,,
Master Audiorecordings,4-H Camp Side 2,4-H Camp Side 2,,,,,,,,,,,
Master Audiorecordings,4-H Camp Side 2,4-H Camp Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Robindel Side 1 (White Team),Camp Robindel Side 1 (White Team),,1969,1969/1969,,,,,,,,
Master Audiorecordings,Camp Robindel Side 1 (White Team),Camp Robindel Side 1 (White Team),,,,,,,,,,,
Master Audiorecordings,Camp Robindel Side 2 (Blue Team),Camp Robindel Side 2 (Blue Team),,,,,,,,,,,
Master Audiorecordings,Camp Robindel Side 2 (Blue Team),Camp Robindel Side 2 (Blue Team),,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 1 (Girls),Camp Roosevelt Side 1 (Girls),,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 1 (Girls),Camp Roosevelt Side 1 (Girls),,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 2 (Boys),Camp Roosevelt Side 2 (Boys),,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 2 (Boys),Camp Roosevelt Side 2 (Boys),,,,,,,,,,,
Master Audiorecordings,Camp Kenwood Side 1,Camp Kenwood Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Kenwood Side 1,Camp Kenwood Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Kenwood Side 2,Camp Kenwood Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Kenwood Side 2,Camp Kenwood Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 1,Camp Swatonah Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 1,Camp Swatonah Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 2,Camp Swatonah Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Swatonah Side 2,Camp Swatonah Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Akiba Side 1,Camp Akiba Side 1,,1970,1970/1970,,,,,,,,
Master Audiorecordings,Camp Akiba Side 1,Camp Akiba Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Akiba Side 2,Camp Akiba Side 2,,1970,1970/1970,,,,,,,,
Master Audiorecordings,Camp Akiba Side 2,Camp Akiba Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Kenwood Side 1,Camp Kenwood Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Kenwood Side 1,Camp Kenwood Side 1,,,,,,,,,,,
Master Audiorecordings,Kenwood Side 2 (Sound Memories of 1970),Kenwood Side 2 (Sound Memories of 1970),,1970,1970/1970,,,,,,,,
Master Audiorecordings,Kenwood Side 2 (Sound Memories of 1970),Kenwood Side 2 (Sound Memories of 1970),,,,,,,,,,,
Master Audiorecordings,Camp Robindel Side 1 (White Team),Camp Robindel Side 1 (White Team),,,,,,,,,,,
Master Audiorecordings,Camp Robindel Side 1 (White Team),Camp Robindel Side 1 (White Team),,,,,,,,,,,
Master Audiorecordings,Camp Robindel Side 2 (Blue Team),Camp Robindel Side 2 (Blue Team),,,,,,,,,,,
Master Audiorecordings,Camp Robindel Side 2 (Blue Team),Camp Robindel Side 2 (Blue Team),,,,,,,,,,,
Master Audiorecordings,Camp Allegro Side 1,Camp Allegro Side 1,,1970,1970/1970,,,,,,,,
Master Audiorecordings,Camp Allegro Side 1,Camp Allegro Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Allegro Side 2,Camp Allegro Side 2,,1970,1970/1970,,,,,,,,
Master Audiorecordings,Camp Allegro Side 2,Camp Allegro Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Mohawk Side 1,Camp Mohawk Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Mohawk Side 1,Camp Mohawk Side 1,,,,,,,,,,,
Master Audiorecordings,Camp Mohawk Side 2,Camp Mohawk Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Mohawk Side 2,Camp Mohawk Side 2,,,,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp Side 1 (Sing),Raquette Lake Girls Camp Side 1 (Sing),,,,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp Side 1 (Sing),Raquette Lake Girls Camp Side 1 (Sing),,,,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp Side 2,Raquette Lake Girls Camp Side 2,,,,,,,,,,,
Master Audiorecordings,Raquette Lake Girls Camp Side 2,Raquette Lake Girls Camp Side 2,,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 1 (Girls),Camp Roosevelt Side 1 (Girls),,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 1 (Girls),Camp Roosevelt Side 1 (Girls),,,,,,,,,,,
Master Audiorecordings,Camp Roosevelt Side 2 (Boys),Camp Roosevelt Side 2 (Boys),,,,,,,,,,,
